"Pacific.blue"	"Alexa"	"APC"
3039	238	2270
2106	749	409
880	470	1661
2016	688	2510
735	773	1796
1753	798	2722
1320	660	361
1468	832	466
1708	641	2638
2542	577	1893
3014	609	2405
2921	608	1897
2810	835	1927
623	800	989
1951	683	2297
1664	842	1949
1932	816	1681
2372	587	316
2026	513	1595
2456	686	466
738	665	2534
654	672	1911
2012	675	481
2579	662	1796
1236	715	443
757	615	492
1666	641	2591
2773	420	1832
3184	694	362
1355	869	1018
2020	690	552
2731	773	511
2250	814	522
2249	680	533
2721	537	2362
870	810	2431
1062	780	443
1603	719	2544
1556	650	2523
773	680	511
903	793	560
2474	474	402
1364	574	552
1037	898	342
2021	677	2337
1470	646	2669
1577	722	526
1176	510	413
2047	696	439
624	769	485
707	580	757
2691	263	1764
2506	610	1720
2532	685	485
2147	821	432
2461	578	379
2077	744	2526
2067	618	2470
2629	411	1632
788	674	1616
1666	747	2047
1362	806	473
1943	887	2296
1608	717	2695
1639	804	2733
1756	881	2635
3233	595	519
1910	802	2311
2850	315	507
1964	747	368
2526	712	361
1476	800	447
2553	805	2369
2359	914	1794
2656	778	376
1380	711	1825
2117	853	2534
1498	751	1818
1492	742	361
862	890	2660
822	845	421
1838	709	455
3121	839	462
1651	734	2663
611	747	2520
2528	614	2386
824	972	428
2162	648	1887
674	684	402
2121	876	2542
1361	632	1792
746	606	485
2488	616	432
485	532	1038
1939	763	2285
2123	927	406
730	833	353
2108	773	402
3083	631	428
616	736	2347
2607	825	1846
3165	796	2600
3283	566	2574
2666	713	1881
3158	255	1851
1226	616	1850
2530	866	406
1972	686	2414
2006	591	391
2439	790	2326
1632	777	2625
694	656	346
1658	787	2703
840	725	2494
1476	527	2471
1546	603	237
2653	346	2513
2702	951	361
2732	403	2562
1444	770	353
2147	913	1898
2503	401	466
2257	642	1699
2648	146	1751
1537	816	458
1426	503	324
3048	381	1651
738	839	2402
568	513	2463
1900	603	2487
1991	524	258
2137	852	2510
3151	766	2544
1924	718	1653
2621	904	364
1525	757	2623
722	791	1911
1653	745	2771
2580	960	1767
2360	715	364
1578	865	251
703	818	2360
925	853	2456
1783	774	2896
1828	548	165
2609	854	1889
600	651	1728
1631	775	175
1456	755	2613
2615	692	481
2054	728	1828
1595	631	2559
1697	894	2068
2159	814	604
3036	236	448
1506	662	1822
2561	846	1672
1552	867	1787
1521	805	574
722	683	413
2679	553	1647
762	683	582
2599	701	2394
809	711	1690
2019	495	357
2622	459	1815
1591	694	1947
2512	413	2301
1535	585	2566
2117	673	2450
2931	704	583
2163	724	1093
2670	661	1961
865	737	545
1350	678	1833
1315	581	1810
1365	704	1799
3164	988	251
609	598	346
825	672	1782
1996	667	2449
2066	871	1937
1594	756	2691
1431	732	443
2551	803	395
2512	1094	2250
598	573	258
2150	579	2562
822	542	1925
509	579	335
2729	817	1959
1921	767	417
2040	827	428
2454	354	1597
1629	825	2623
2146	688	859
2521	834	1786
1510	710	1820
1312	522	1866
1177	642	1295
2696	437	492
1274	727	394
2288	724	2057
3152	487	365
2023	642	372
3133	392	1735
1392	616	324
1315	642	406
865	680	1800
845	630	2315
2066	631	443
867	759	2028
2526	718	1752
1005	775	2019
632	689	413
2074	473	1737
1986	673	353
813	739	1734
732	771	406
2573	538	444
2008	712	2542
2472	819	473
1474	659	1726
2482	577	391
773	644	2489
1942	571	436
3258	554	2506
722	792	2381
2539	746	1770
848	765	1924
1376	863	2404
835	751	560
2057	520	556
2023	741	2310
1633	800	2596
1580	633	2535
2609	825	2501
2114	466	507
2603	221	1702
2604	542	458
1589	610	1776
3240	610	1851
1444	742	2650
2689	1055	2606
2100	515	443
2400	560	537
1939	591	1660
3086	791	2375
1464	624	2573
2505	849	2350
1556	681	1732
2193	612	2520
1354	601	391
2124	587	952
536	527	338
2098	473	1837
2657	573	537
1512	698	2647
607	731	2485
565	673	413
1848	654	1520
1330	436	1624
1031	861	1997
2709	744	2354
1412	686	571
3299	975	530
794	809	1895
2267	710	287
1376	671	1940
1878	726	1391
2110	838	462
2160	637	1992
2152	738	629
1267	663	379
2087	797	2330
911	777	2541
3108	366	2366
603	491	1945
3187	483	1854
1920	514	227
3375	1095	362
877	644	537
1929	914	1861
833	771	1716
920	761	2591
2102	787	1788
696	607	2416
2803	427	2682
2551	618	2392
1673	939	455
678	799	455
2534	644	1714
2208	555	1979
1063	676	364
1946	714	2352
1022	750	2530
1688	726	2656
2044	878	526
792	939	1614
693	706	2478
2207	892	1998
2493	794	2285
1989	821	2402
2629	705	394
2067	719	2418
889	851	2056
1558	763	2615
2626	614	2466
1686	889	1955
774	645	376
2695	826	1882
2703	818	2540
1898	612	458
2740	436	1962
1543	855	1833
2726	872	466
2698	308	1724
3046	714	432
574	690	1798
864	735	1874
2556	645	1752
1358	588	466
660	722	2508
900	818	2061
978	874	2727
893	866	2575
2527	270	541
2648	749	1874
1461	682	537
1825	536	379
1623	831	2600
1821	513	365
2072	445	1799
1492	625	2621
666	525	376
1453	645	2529
2589	769	2374
1412	623	357
2528	586	2351
1113	806	2590
3148	299	1796
1838	910	1363
2038	486	2463
2613	246	2415
2615	856	2504
2571	665	2443
667	703	2668
1524	690	455
554	585	2466
1963	566	2325
3079	1015	1776
648	771	462
3158	540	489
3122	875	388
1986	672	439
2217	704	2073
424	590	1621
838	613	600
2646	691	2372
1920	582	1780
2261	495	2573
2179	512	462
3155	691	500
2722	979	2561
1535	695	1874
1507	716	2513
2031	446	1659
2563	750	462
850	714	518
820	645	1845
1374	715	548
1707	748	2003
1726	769	2677
620	696	353
798	700	1794
773	885	567
2735	753	1874
2463	815	482
817	858	2484
3088	595	463
3018	264	443
802	871	2051
1006	653	436
516	753	2323
2088	473	368
2033	798	1806
2613	476	2369
3087	302	2349
2737	593	439
1690	844	2024
2020	603	1850
1004	644	2058
884	753	1761
2066	703	2469
2600	655	1792
1215	541	255
708	727	1838
2536	389	2381
1764	882	1889
848	498	2332
3099	877	488
2763	541	488
802	740	1743
1961	502	1029
2688	497	2569
2156	814	2660
2095	782	560
1441	696	1780
1607	630	859
2581	628	526
2112	565	2459
1537	651	2655
2058	419	1982
1244	433	413
2799	882	1978
758	874	470
2185	724	1832
1847	679	1563
1495	730	1971
2712	771	462
2467	832	1782
2383	633	1466
839	718	1873
1922	720	488
851	620	1767
720	809	2461
2906	843	1601
3174	357	2495
821	807	1814
2480	673	414
993	710	364
1534	584	2476
773	760	2412
2643	881	1800
785	718	2006
638	704	436
849	892	1975
484	704	1879
2100	829	458
3185	921	451
2200	575	2576
877	578	1820
1374	686	331
807	824	462
1118	690	443
2142	470	1814
1485	784	604
2563	693	421
1527	723	1724
2788	489	1930
1498	684	2618
3353	678	451
1579	685	1737
1956	732	2412
1969	625	1453
3076	880	320
2560	851	1693
1732	871	2040
690	700	1806
836	929	428
2121	793	1840
2114	819	1935
1600	569	1820
2122	605	1850
1045	743	1851
1653	807	1824
2656	648	2469
2005	787	2441
2971	605	418
2099	825	2540
2582	248	2311
2647	945	2520
628	643	424
3032	900	530
2243	631	2593
1769	786	2769
1465	760	545
2126	772	357
1984	874	1703
685	767	522
1561	842	625
1705	439	417
716	424	372
3152	276	2483
1418	563	1895
791	975	1782
850	651	1860
2131	881	1946
703	764	349
2536	1002	2429
3068	191	1705
1479	670	2571
1992	603	409
1009	836	1904
3150	748	2351
1626	520	2514
2046	652	2528
506	710	379
3070	908	429
1805	687	346
716	668	402
1946	568	1718
1977	704	2416
2092	625	1844
2128	649	2371
885	832	2580
2112	610	1814
3358	690	2692
2146	702	1656
1507	647	455
2194	623	2669
2047	698	1840
1309	644	496
829	732	1682
2585	494	398
1034	647	2577
504	763	428
2178	671	2007
3071	1071	1799
624	564	255
980	753	443
1055	767	1990
2044	441	248
2334	1005	2714
2287	637	997
1406	518	338
1907	468	338
2060	647	2430
3062	599	2370
1532	768	488
1488	752	496
1446	734	2531
2609	565	1653
1711	597	331
2816	863	485
3258	1014	1699
2270	901	2038
2911	490	658
2235	537	629
772	706	548
763	662	2471
2578	784	1855
1430	838	665
1271	540	1697
2160	809	2435
2213	813	1702
2607	271	342
640	857	368
1550	854	1933
1456	478	2453
3217	1092	2586
3357	260	2016
2515	562	1736
2310	775	1966
455	835	2554
865	704	2319
3179	515	2444
2002	469	2334
1528	775	439
2611	989	2466
654	775	394
2970	675	324
2684	809	2574
2606	926	1781
1375	642	2502
830	744	2459
2052	579	316
3252	1069	1923
2708	722	507
1345	702	353
1558	740	507
2215	568	391
1424	811	503
2205	720	1993
1645	680	2654
2156	739	1604
1156	628	287
2299	570	2705
1703	814	522
947	780	2712
1849	815	424
877	662	1542
2731	935	2714
1505	532	346
1652	880	1924
2528	753	2420
2129	785	1917
2074	809	1929
836	799	1972
1209	772	1170
1471	753	376
1638	860	2740
1815	521	413
1387	638	1695
1705	820	1949
1478	611	2472
3014	1014	2303
2044	672	354
1261	591	309
533	507	1882
1520	760	1791
1693	714	2681
2972	970	1359
3033	892	488
1509	813	1931
1345	629	1737
879	742	1886
708	825	2059
616	717	1937
2005	516	1760
3088	319	1694
1898	777	1780
1967	844	2468
709	805	1965
2680	896	1824
1432	608	541
1988	437	2286
2514	514	291
838	801	2483
952	621	391
682	610	503
3177	1045	2545
3020	628	2364
719	734	2528
2722	937	2497
1409	763	2445
3084	828	447
3109	773	1772
2276	544	2610
2046	687	552
2174	917	1920
2693	405	485
2845	991	2106
2616	310	531
3025	787	462
1801	537	1011
1938	745	409
3074	525	488
1740	763	1775
1041	692	485
1998	788	436
3124	1012	358
525	652	2526
2499	772	1717
987	698	2337
1123	878	1958
1364	787	518
1466	797	2577
2771	954	1994
3336	1006	2120
814	778	391
773	834	1603
1023	535	823
1935	601	593
1937	803	473
1702	759	2746
2085	662	2429
1282	796	1711
2630	900	1877
643	757	571
927	829	2368
1909	602	398
2525	936	1709
586	574	455
2024	839	402
706	575	1638
788	728	417
2324	935	2683
2010	874	2147
866	656	1742
826	675	2457
603	643	2462
851	868	1875
688	667	413
1804	621	432
2150	960	507
714	751	1248
2538	585	1185
2147	730	1844
2994	805	380
3198	317	1870
917	773	636
2441	602	2333
1984	664	473
2557	370	443
1902	722	327
3228	286	1914
1374	741	383
1459	718	2543
1567	653	2650
1793	829	287
2795	874	2657
801	816	2543
2226	776	2550
1514	729	2546
2688	896	488
2647	1025	1919
3302	661	2605
2622	708	1732
814	687	1862
2108	712	2147
1479	668	537
1928	745	462
868	624	522
1889	820	1692
3248	951	2698
761	680	2505
1976	730	2394
1582	558	2533
692	721	2481
3184	392	353
2090	373	2513
1102	598	1202
2131	642	1786
1949	558	2347
723	657	305
2839	200	2623
1447	733	1736
2532	740	394
583	712	2460
2188	650	2366
1650	815	2699
2151	593	2534
1577	809	2109
3065	830	1799
2029	790	1909
691	664	1830
3019	887	518
756	795	2334
553	768	1646
1472	625	276
773	930	2606
3035	670	269
3134	528	354
2888	1077	1915
1875	667	470
1699	868	2661
822	663	548
2212	800	1793
583	608	2328
908	663	2543
2020	364	1770
686	742	485
828	565	997
751	674	462
2580	879	585
619	715	470
2111	652	1846
883	736	1888
2991	1036	1677
2450	815	417
1623	830	1950
545	658	947
961	838	533
2119	681	515
2889	844	1238
447	573	2389
2604	932	2419
1839	522	451
3057	674	1638
2147	814	585
2623	736	2457
2615	675	437
2059	652	2460
568	658	1889
1420	646	488
1330	716	1286
1433	684	2440
2761	418	2557
802	819	2496
475	816	1775
2595	510	1830
672	530	376
2666	425	364
1558	748	413
2614	177	2351
2176	698	1878
2266	696	462
3117	767	384
933	921	436
1497	734	629
2158	636	589
620	853	1824
2160	518	1766
1050	748	1744
1446	700	2478
1426	744	455
642	644	2381
3214	814	508
1540	675	2465
670	735	1951
792	556	349
2110	901	1958
1553	821	2054
2491	631	2241
2614	978	2596
643	678	1660
2595	717	2490
864	490	1622
1403	502	1715
843	861	2598
1490	572	387
2634	303	466
2637	732	2480
1392	813	335
2109	812	361
2103	630	2474
2627	433	357
748	669	2350
2068	586	1839
2049	645	1964
733	706	443
2419	829	574
1367	849	533
718	619	2446
2562	558	2362
1777	887	2852
779	655	496
636	717	1768
2185	702	1956
936	580	2589
1283	458	372
2439	746	432
2436	649	2250
1313	662	379
1507	936	1360
899	776	526
807	667	2457
2720	435	1761
2320	576	1913
855	757	541
756	834	1822
1155	675	383
2024	613	1738
2042	688	604
2715	726	463
948	822	526
1152	638	1150
1971	544	1711
2666	838	331
2091	770	413
717	534	2354
827	816	1749
2032	582	402
1513	734	2427
2546	576	1865
2598	651	496
974	859	398
1736	767	2698
1614	693	443
1307	660	383
2251	568	2484
665	525	2530
2059	692	409
1600	864	1800
2631	323	422
1944	610	424
2205	770	481
1480	642	496
2451	878	1323
471	491	1682
2178	660	515
2073	602	1667
1786	904	2108
2622	709	1814
756	535	1924
2616	980	2523
2698	427	1889
1558	765	1893
987	785	2514
1521	696	548
803	690	1771
3213	592	1915
1446	579	1677
776	688	1747
804	746	324
810	720	291
3113	820	395
1457	940	622
2988	766	379
808	815	511
2454	784	414
864	824	2446
893	830	604
2519	753	473
758	765	1778
2238	477	379
2689	480	1714
961	807	2475
2039	708	417
2993	321	1561
1936	811	2389
1629	666	1970
2014	416	443
2188	552	910
2225	653	600
2679	254	1890
628	657	2444
831	520	2377
1922	728	1806
853	850	2475
1437	497	349
1470	864	1860
2117	684	1796
1458	538	1810
2656	652	406
3151	617	1809
563	462	859
3046	718	2320
788	660	1853
1744	809	2793
1336	504	223
2026	627	1883
1477	792	477
1998	747	473
1341	735	2102
541	529	2285
2790	768	2652
1772	990	2659
1551	802	1458
1320	677	342
2660	398	241
2644	554	2475
1959	697	1737
2050	606	357
3124	609	1803
2184	691	1877
737	748	2642
2571	358	2307
863	610	470
2154	601	2583
524	637	1921
1764	725	2584
890	831	2578
1570	560	1722
2123	962	1954
2084	730	1924
1233	716	1862
3026	585	349
1428	649	1900
607	687	394
1534	773	1908
632	470	305
2051	737	2595
2572	268	1684
2214	781	2486
699	696	327
2737	802	1819
2491	613	2356
3049	726	394
2659	553	1929
1482	695	1842
854	514	466
777	595	1974
2112	517	2405
3157	650	1840
1641	884	2072
2376	982	2122
2624	725	2359
1446	793	2213
2609	532	462
2268	503	2682
1954	676	1769
1473	737	2574
704	817	1897
1946	915	2359
2073	626	409
2543	717	496
668	689	2483
1030	866	596
777	750	552
1417	552	1879
981	652	496
1529	793	409
754	853	2588
646	869	2138
1776	763	2630
1568	709	2719
1992	675	413
1434	715	1705
772	623	2530
2054	668	1859
1690	935	2097
1840	832	1263
1052	556	1782
881	785	2038
1924	670	1701
2656	812	440
811	778	1982
2738	585	1896
1456	739	1701
1915	526	421
1487	880	2661
2607	668	1837
1325	657	2444
1547	762	2609
2070	846	1510
1661	743	1890
2625	306	2418
2141	656	439
2155	866	432
2076	606	2539
2561	429	2435
1597	739	439
2700	845	545
1951	892	496
2107	958	1800
811	823	2549
978	805	511
2266	774	2653
950	704	2241
3010	545	368
1864	666	364
1411	635	1629
2160	709	1984
2631	386	1872
2069	617	1808
1930	757	1804
871	617	1755
2497	716	556
1749	880	2790
2724	576	2625
1985	451	436
3096	856	1807
528	309	432
1489	627	424
1419	806	2549
656	730	2628
1740	790	1763
1273	780	511
1679	681	2638
724	684	2563
3202	939	2462
2209	856	2642
1351	783	658
1796	855	2708
2679	469	1835
2019	755	402
1891	622	346
854	541	213
676	750	1876
2587	566	403
2651	338	1764
1568	682	515
1751	1011	2089
3094	371	1767
1469	652	607
2026	724	488
1574	748	548
724	620	585
730	866	2449
1313	525	578
1328	811	2035
2565	750	1793
1853	653	2860
2632	462	1750
1747	785	2701
2082	915	2473
718	666	2447
815	735	511
2166	642	1739
1079	855	2598
2460	823	1660
933	767	2060
2065	519	379
684	794	413
2601	429	2349
1960	663	1790
1645	863	2630
2997	1005	2373
2166	635	353
2667	834	2379
836	847	1746
1440	762	1653
2751	867	2012
2103	802	1980
1453	688	2527
2117	929	496
725	534	466
785	771	1718
1474	687	503
2640	938	1951
1983	748	2254
697	653	1802
1880	584	1654
1847	616	361
729	659	2444
1929	635	1436
2550	484	1513
1489	841	327
1451	950	1888
3210	421	1730
1607	875	2675
866	757	413
1952	414	335
1993	737	2516
1942	846	1723
2005	662	1808
2775	909	2002
2138	516	1543
1696	771	1983
1975	798	1655
1300	703	234
956	674	2066
2206	840	2412
2686	865	350
2109	371	1680
1183	851	1512
1834	899	2804
1103	993	658
2542	936	545
1723	567	2595
1411	831	1808
1983	642	406
1702	763	2096
1723	872	2776
2050	810	413
1501	655	2482
659	720	2352
2062	691	1888
675	909	2464
770	877	2571
2690	793	2551
3081	814	548
2012	591	2419
820	652	1721
2447	947	2117
1819	716	387
719	524	421
1302	773	1897
739	690	518
639	631	882
2897	891	2241
457	639	372
470	601	2470
2018	731	1818
790	758	2569
884	780	1360
830	862	1944
1383	440	298
2532	822	2332
1513	745	2490
2446	698	338
2900	587	2025
3275	431	1969
3209	999	1991
2288	809	2699
3121	804	2574
596	691	2449
2661	381	1804
804	793	2624
2569	603	1729
2552	838	1799
548	590	357
3057	811	1692
1082	818	458
727	701	2496
1476	726	436
3081	1032	2392
1629	790	1896
1894	674	2282
1834	815	1491
2249	999	636
1168	1084	2121
1606	864	2673
3175	805	1808
950	932	1453
1954	750	1763
2460	567	428
1643	599	2511
834	679	1799
2227	628	545
2754	980	1645
2635	721	1856
1731	897	2708
2019	898	556
1947	588	604
1571	906	556
1494	711	503
2088	397	2360
2014	635	2212
2447	790	2254
2165	646	342
1642	769	2622
1406	496	294
3259	999	1603
1940	818	443
2296	733	2714
1679	616	361
1921	705	1753
1851	840	2913
1474	851	2584
2724	433	2457
1585	925	2737
2298	807	2212
1973	531	2335
732	704	2497
1914	593	1669
2519	702	1421
2587	921	462
2047	699	1873
1520	628	1819
2758	342	387
2076	894	1878
2064	816	2549
1512	759	2629
3067	874	1703
3234	831	1922
2213	697	2496
2724	218	2500
2541	592	455
2089	894	2480
1318	518	1642
1866	626	2406
2717	433	1889
3058	359	2324
1664	710	1989
1246	526	361
3007	486	339
754	581	2597
3079	587	2157
2518	901	1756
658	609	316
2300	737	600
3088	953	1795
3022	890	2449
1677	694	1185
1612	688	2702
1887	575	1624
2915	607	563
639	640	1159
472	772	342
2021	606	2317
705	675	492
719	776	2526
2033	654	485
3207	1076	1803
2753	644	2578
2567	490	466
1560	733	394
2158	729	353
717	540	2538
691	562	2443
2649	558	1892
715	662	2532
773	724	2440
1572	839	1885
3096	702	493
2131	615	522
1037	752	1974
1309	665	309
2131	783	1898
1322	749	1820
1941	687	1702
1365	694	458
1520	781	1915
2120	638	2556
1686	929	2014
956	869	470
829	817	391
1495	879	1841
3090	860	2437
1230	686	349
2526	263	556
3277	614	2509
2929	311	2094
895	651	1791
2630	560	1880
2674	891	1936
3128	839	1792
2657	940	563
2616	754	1851
673	667	1749
1600	697	2575
644	733	387
1609	868	533
2747	870	2537
447	478	447
1460	777	518
2173	578	413
2649	240	1750
852	869	1319
689	730	1829
3227	863	474
900	664	1392
860	624	2366
2079	546	379
785	635	2445
813	647	2377
1613	897	2637
2061	668	1842
1628	670	2548
1981	559	1663
972	964	2023
3091	1005	1765
771	760	439
3024	703	485
2814	972	1819
2743	691	2621
2747	338	439
2009	603	372
2644	546	1772
1444	721	488
1577	710	2040
1915	912	2903
1752	880	2052
1296	590	503
2624	523	409
2561	368	2329
3341	737	439
1980	1053	2737
1630	619	2655
750	521	2387
2741	566	2004
493	635	2513
1154	597	335
3070	861	2420
2388	933	2313
2457	740	361
1579	682	2573
475	815	1876
1782	981	2783
1701	958	2625
2153	483	1835
3126	1049	353
1547	850	2636
1878	545	383
2635	650	1758
945	914	1771
3001	1084	1230
2965	1049	537
1424	644	470
2016	523	470
2287	882	2013
2114	433	2372
2131	749	387
2951	332	380
2604	238	364
1440	666	383
667	884	2354
2038	692	1789
1413	563	763
2479	799	2366
1412	728	1453
709	640	1841
2179	775	2533
2631	953	1786
1992	762	2520
788	608	1858
1158	729	327
2107	643	473
2196	534	1742
721	551	2406
2175	596	2016
1957	679	503
666	787	647
1686	796	1936
2988	174	549
2080	573	1858
2044	719	2282
1704	870	1937
722	656	2260
2569	691	2363
1577	831	2519
1458	494	2553
2330	438	2039
2493	851	1696
1525	703	2587
2107	496	1808
3266	443	1692
769	736	2576
1729	768	2837
844	566	2466
1932	663	447
2483	417	2258
1600	673	2608
658	686	2417
493	676	1703
2544	1049	2410
929	896	2045
2604	1097	432
1422	829	338
1375	603	353
725	826	439
1745	909	2695
1565	721	324
801	788	1795
2540	779	2442
660	574	2430
2627	328	2409
3214	232	2485
1558	626	2596
2587	666	1564
560	741	1813
2493	478	1986
2186	624	2611
829	813	500
2056	735	1327
2280	518	376
3057	252	2445
3010	513	462
3102	1069	398
1327	758	1627
672	707	1774
929	780	1957
2116	648	409
1487	678	2551
2031	675	2395
1610	862	1906
1531	851	353
2108	859	1869
2227	882	1073
1443	857	1595
995	884	1954
2558	684	2444
2243	735	424
1693	716	451
1867	659	2217
1550	844	593
672	717	1846
2545	827	654
1359	688	413
2570	331	428
860	689	2314
2158	770	2554
2680	716	1670
3175	705	546
3152	465	2488
574	549	526
1889	598	1034
1491	463	2518
1346	588	530
1743	814	2739
2701	1007	2015
2262	808	406
1724	784	2768
1460	689	302
2554	341	2358
1990	697	1758
839	833	383
747	617	241
2032	422	1635
734	721	2412
609	763	2553
2185	909	406
2455	835	2338
3098	216	2398
2225	599	488
620	467	269
2633	937	1888
2513	753	2384
1920	749	2321
870	595	2598
2015	574	280
779	644	556
2240	534	582
2037	905	2439
2499	603	1667
1521	702	1643
1358	786	1856
1502	827	1863
2005	776	545
2322	685	421
1216	442	383
2077	696	451
2024	722	1770
2621	436	2501
738	503	518
878	771	1913
1577	614	2486
1311	739	349
2211	355	1994
3235	972	488
1067	543	331
1608	666	2784
1372	851	1725
692	698	324
2724	271	1855
2481	867	353
2494	742	391
1382	594	2529
2435	801	2030
748	767	1687
3202	934	2501
1762	618	1203
3131	669	1755
739	505	2618
1756	824	1869
1452	535	1892
2047	698	1922
2680	210	1782
3073	559	473
1862	750	417
2147	744	402
1019	858	2440
2539	530	1756
829	709	1670
2620	213	1804
2645	615	582
1794	817	2767
1317	622	1415
2009	569	2339
1266	569	406
2089	776	1884
1960	751	2419
1945	815	2418
2726	984	1800
1735	982	2946
3097	793	1817
2507	753	428
2632	898	1937
1276	488	439
764	710	2554
1815	871	2728
626	660	1621
2628	434	302
2621	857	2521
1646	951	2728
708	708	1762
851	766	1995
2679	594	1862
1944	695	2301
2666	658	2484
1983	703	2338
1677	801	2001
2161	830	287
1256	496	349
1610	587	2647
720	681	1859
2742	845	1903
2023	514	1741
1577	722	530
593	747	1020
2573	666	488
3048	541	406
2592	161	492
1029	917	2508
2460	817	391
1547	814	1848
861	860	1771
919	749	2400
3165	908	1777
2000	700	503
1975	678	1823
1405	708	526
1949	643	552
2434	344	1338
2310	851	1327
2029	860	496
2660	345	1815
2056	487	2423
1389	709	545
1250	660	379
2071	518	2490
1491	827	2577
1533	611	1601
2998	852	2326
1496	726	2615
2577	615	2394
1926	617	1666
2187	870	2000
954	906	1744
836	713	327
1460	800	309
1694	745	2736
2069	698	2535
2096	718	2386
2599	558	2475
917	772	488
1241	717	473
3046	957	2468
816	719	2139
538	561	2390
2214	693	2580
1413	409	349
1191	685	1119
1310	574	372
504	547	273
1573	586	473
767	677	439
2795	525	2007
2099	712	1686
3007	1062	310
1522	665	2571
832	661	485
2575	846	1802
1624	675	2618
2049	760	353
844	655	1976
1562	626	1931
2508	923	347
1985	408	379
782	723	1824
1930	891	481
3193	1053	2616
3106	673	462
2761	317	1941
720	670	1870
1656	903	1886
2081	700	1771
1414	695	2528
1687	637	2776
738	626	1813
1930	475	2376
1625	616	885
1344	647	2409
380	711	2409
1541	691	273
944	810	320
2234	604	1060
543	773	376
649	649	1737
2060	670	1929
1573	871	466
1988	911	1624
1775	927	2134
626	605	1808
763	646	2479
1942	631	1365
1867	673	424
910	823	1692
1306	686	406
941	857	2546
951	784	1813
846	609	1857
3086	810	2508
2716	664	1664
366	602	1712
1568	649	1868
2600	801	2288
1935	794	1836
2564	752	2379
464	491	1741
2625	834	387
903	773	2484
2027	604	1642
1508	814	1900
2626	146	2396
2017	507	1784
892	736	2592
1984	505	284
1483	754	2448
726	687	2326
743	514	364
3052	999	1677
906	884	2423
1925	618	462
2116	891	522
1992	855	1758
1736	804	409
833	646	447
2609	504	1810
1238	955	1203
2737	593	2001
851	744	556
1664	601	1953
2548	224	2348
696	750	2527
1933	627	398
487	729	2443
2637	288	488
2619	700	372
800	692	436
1653	775	2739
2912	614	2130
2113	740	594
2199	575	391
1925	633	1771
3243	816	2681
2087	881	1877
1597	649	2571
1513	662	2517
739	609	2305
1391	740	451
2517	382	2379
918	711	2457
1474	728	1857
936	911	2297
831	668	2651
2034	452	1701
1646	571	1874
951	805	1907
579	616	2449
2519	845	2487
2777	829	384
2582	751	2471
1840	663	2382
3125	640	2544
887	643	470
767	682	391
1467	774	2754
3022	1036	376
2299	999	2587
1925	820	1667
1989	649	1717
2026	782	2517
3073	772	251
2187	639	2462
631	649	1891
1962	539	421
1576	781	2016
1976	676	2375
3235	718	2423
644	826	1976
2096	683	1784
1277	678	1376
1970	543	424
2090	802	2450
1833	781	2013
2142	855	2621
1570	835	1965
2526	788	1755
1906	579	2397
1663	686	455
2709	445	1836
2639	743	2478
2740	830	2612
1460	762	567
1137	650	361
2497	679	466
2155	521	2036
963	674	1758
2058	486	1612
1894	573	2298
2000	764	213
1729	627	276
2589	494	1844
1349	655	1706
799	784	451
3045	839	515
632	417	1132
1600	745	1786
1492	778	2555
3137	1069	2383
2153	697	2536
2808	878	1912
2160	758	2543
1249	758	387
1348	764	1723
1922	700	1689
2672	173	1871
2216	767	2540
1000	705	2520
893	730	2552
1502	607	1692
1314	673	379
499	504	447
3222	673	504
756	719	376
831	722	462
1551	709	485
1705	808	2053
2539	285	335
564	712	582
1105	844	436
786	911	2579
2537	630	455
328	690	338
2631	707	327
2158	825	2045
307	701	2508
590	522	1839
2462	642	473
2630	225	1844
859	681	1827
1466	708	2059
1816	787	2162
893	747	1669
1569	718	2521
2275	514	1722
1504	817	1843
2252	807	2725
309	600	2518
1735	624	1345
851	754	417
2445	506	2392
525	530	2389
3136	781	489
1427	740	2512
1438	786	522
1623	859	2014
802	673	2388
877	805	2359
2779	1080	2625
853	746	1906
1442	831	1913
3088	563	486
1702	734	1945
886	835	1834
2494	286	368
1411	768	1768
2603	887	2411
2708	678	2538
590	774	1840
796	761	2344
1570	567	2606
2724	298	2426
2195	534	1912
1575	738	492
1719	881	1912
2133	824	615
1488	738	488
2424	855	1261
2093	712	451
1355	698	488
970	713	1833
1698	916	2038
1791	866	2770
1396	803	417
3183	919	2436
519	602	1827
2660	834	1803
1119	519	1707
2628	579	615
2604	689	1783
2019	722	2253
572	820	488
1024	852	1884
1608	659	2594
782	794	2638
908	727	2686
2014	455	406
1664	854	1960
2517	604	417
869	790	406
1524	846	1942
1182	734	230
686	580	2382
2765	308	2401
580	532	372
1699	828	1095
872	575	1737
2593	967	629
1333	625	458
2547	733	2475
1614	817	629
2062	766	1909
755	567	2422
830	519	2460
1927	663	1622
832	869	364
338	592	2395
838	855	1091
1523	909	1916
2164	586	451
1497	557	921
2080	591	448
2974	1005	1702
1991	824	1889
1991	883	473
2631	1025	2522
1522	681	2618
776	745	511
2490	893	496
698	875	1796
1613	771	1793
1751	904	1880
2685	383	1962
928	786	2567
1443	695	1767
917	489	1812
1647	694	458
1929	868	473
2002	739	2367
1473	819	1779
1644	801	1784
1932	751	394
2742	607	451
875	762	2509
3322	460	1945
1379	795	1713
2030	560	428
2999	605	2316
3061	700	433
683	683	2404
2528	519	1680
2381	780	273
1617	763	2016
